dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9470552334452242,0.9341703784312618,0.5991776783139093,0.8282565455652526,0.1681544615447194,102.87023186683656,5.258283853530884,ok,,26215,20972,0,6554,,90,1e-05,True,99.02862095832825,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd,acc,0.9485027655922182,0.9507915315658974,,,11,True,False,,f_mmd,test,standardized_l2,0.05,3.549333827957776,0.6744566462664178,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.988950977901956,0.988962003008248,0.988769463374925,0.999194824751456,0.0330928505730672,47.124629974365234,7.386147260665893,ok,,31492,25193,0,7874,,90,1e-05,True,47.124183893203735,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd,acc,0.9868233052865534,0.9868233052865534,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.266423304488522,0.7557788534140372,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8136906273812547,0.8115673065092915,0.7843140666999612,0.883797190006543,0.40576037454222,51.53598618507385,7.367387056350708,ok,,31492,25193,0,7874,,90,1e-05,True,51.53560161590576,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd,acc,0.8109223686299413,0.8109223686299413,,,0,True,False,,f_mmd,test,standardized_l2,0.05,1.841057671117845,0.1126452296988107,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.7002842928216062,0.6796598157335223,0.7256083156154027,0.6013707869702611,9.250712871551514,0.4299445152282715,ok,,1072,857,0,268,,30,1e-05,True,9.250336170196531,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.772093023255814,0.7767441860465116,,,2,True,False,,f_mmd,test,standardized_l2,0.05,4.580026916701443,1.8472818550739796,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7351428571428571,0.7346224005034468,0.7351176277935112,0.7998223427991322,0.5438842007565545,106.26096510887146,19.713658094406128,ok,,56000,44800,0,14000,,150,1e-05,True,106.26052570343018,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,5,tabpfn_finetuning_api_f_mmd,acc,0.7339285714285714,0.7340178571428572,,,1,True,False,,f_mmd,test,standardized_l2,0.05,7.548608025067839,31.61712380872358,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9708333333333332,0.970836877955057,0.9717741935483872,0.9911359844271412,0.1072742565048219,18.88447856903076,0.4514861106872558,ok,,1920,1536,0,480,,30,1e-05,True,18.88389039039612,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9739583333333334,0.984375,,,12,True,False,,f_mmd,test,standardized_l2,0.05,3.474111017300537,0.501105877759237,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.95625,0.9562574058882508,0.9571051167964404,0.9906493325917686,0.1198332029502713,9.86565399169922,0.4430630207061767,ok,,1920,1536,0,480,,30,1e-05,True,9.865228176116943,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9791666666666666,0.9817708333333334,,,2,True,False,,f_mmd,test,standardized_l2,0.05,2.7700159416008105,0.3098385256639133,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9479166666666666,0.947930913211676,0.948345383759733,0.9912228865406006,0.1263158453580369,7.924235105514526,0.4729502201080322,ok,,1920,1536,0,480,,30,1e-05,True,7.923818588256836,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.9583333333333334,0.9583333333333334,,,0,True,False,,f_mmd,test,standardized_l2,0.05,3.0647206884737748,0.2426838793946044,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8995535714285714,0.891567036488077,0.7379833117875191,0.9069024953970306,0.2497313441066953,8.360658407211304,0.457444429397583,ok,,1792,1433,0,448,,30,1e-05,True,8.360216617584229,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.8941504178272981,0.8941504178272981,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.669495286517383,1.1691989332092023,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6763636363636364,0.6655468840293195,0.7246587116434304,0.7326045760416818,0.5039256266039168,17.96670436859131,1.2243101596832275,ok,,8799,7039,0,2200,,30,1e-05,True,17.96629762649536,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.6852272727272727,0.6875,,,3,True,False,,f_mmd,test,standardized_l2,0.05,2.462655441028008,0.4132095322436159,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7362025316455696,0.7336382483667158,0.7324923267825079,0.8164267459394607,0.5383858168439137,14.422635555267334,1.389695405960083,ok,,7896,6316,0,1975,,30,1e-05,True,14.422216415405272,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd,acc,0.7443037974683544,0.7443037974683544,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.485100134651463,4.018561708468526,,True
